date,exchange_rate
2012-08-09,10.43
2012-08-10,10.27
2012-08-11,10.57
2012-08-12,10.68
2012-08-13,10.64
2012-08-14,10.74
2012-08-15,10.77
2012-08-16,10.60
2012-08-17,10.75
2012-08-18,10.71
2012-08-19,10.80
2012-08-20,10.90
2012-08-21,10.93
2012-08-22,10.84
2012-08-23,11.03
2012-08-24,11.19
2012-08-25,11.11
2012-08-26,11.05
2012-08-27,11.45
2012-08-28,11.11
2012-08-29,11.51
2012-08-30,11.22
2012-08-31,11.27
2012-09-01,11.61
2012-09-02,11.63
2012-09-03,11.49
2012-09-04,11.49
2012-09-05,11.46
2012-09-06,11.34
2012-09-07,11.23
2012-09-08,11.32
2012-09-09,11.44
2012-09-10,11.46
2012-09-11,11.50
2012-09-12,11.42
2012-09-13,11.51
2012-09-14,11.33
2012-09-15,11.20
2012-09-16,11.29
2012-09-17,11.10
2012-09-18,11.29
2012-09-19,11.08
2012-09-20,11.01
2012-09-21,11.32
2012-09-22,11.09
2012-09-23,11.25
2012-09-24,11.15
2012-09-25,11.24
2012-09-26,11.24
2012-09-27,11.28
2012-09-28,11.19
2012-09-29,11.08
2012-09-30,11.08
2012-10-01,10.79
2012-10-02,11.21
2012-10-03,11.18
2012-10-04,10.95
2012-10-05,10.92
2012-10-06,11.17
2012-10-07,11.01
2012-10-08,11.04
2012-10-09,10.91
2012-10-10,11.31
2012-10-11,11.19
2012-10-12,11.13
2012-10-13,11.03
2012-10-14,11.27
2012-10-15,11.02
2012-10-16,11.35
2012-10-17,11.13
2012-10-18,11.24
2012-10-19,11.22
2012-10-20,11.25
2012-10-21,11.42
2012-10-22,11.46
2012-10-23,11.39
2012-10-24,11.18
2012-10-25,11.18
2012-10-26,11.25
2012-10-27,11.47
2012-10-28,11.52
2012-10-29,11.35
2012-10-30,11.54
2012-10-31,11.48
2012-11-01,11.47
2012-11-02,11.45
2012-11-03,11.72
2012-11-04,11.47
2012-11-05,11.67
2012-11-06,11.65
2012-11-07,11.88
2012-11-08,11.84
2012-11-09,11.98
2012-11-10,11.73
2012-11-11,11.95
2012-11-12,12.10
2012-11-13,11.86
2012-11-14,12.05
2012-11-15,12.06
2012-11-16,12.07
2012-11-17,12.18
2012-11-18,12.27
2012-11-19,12.16
2012-11-20,12.57
2012-11-21,12.34
2012-11-22,12.49
2012-11-23,12.70
2012-11-24,12.65
2012-11-25,12.87
2012-11-26,12.91
2012-11-27,12.58
2012-11-28,13.04
2012-11-29,12.66
2012-11-30,12.70
2012-12-01,13.22
2012-12-02,13.20
2012-12-03,13.07
2012-12-04,13.09
2012-12-05,13.17
2012-12-06,13.04
2012-12-07,12.90
2012-12-08,12.86
2012-12-09,13.04
2012-12-10,13.30
2012-12-11,13.22
2012-12-12,13.35
2012-12-13,13.42
2012-12-14,12.99
2012-12-15,13.41
2012-12-16,13.11
2012-12-17,13.31
2012-12-18,13.29
2012-12-19,13.23
2012-12-20,13.21
2012-12-21,13.24
2012-12-22,13.25
2012-12-23,13.18
2012-12-24,13.38
2012-12-25,13.18
2012-12-26,13.41
2012-12-27,13.64
2012-12-28,13.35
2012-12-29,13.57
2012-12-30,13.64
2012-12-31,13.65
2013-01-01,13.36
2013-01-02,13.67
2013-01-03,14.07
2013-01-04,14.67
2013-01-05,15.14
2013-01-06,15.45
2013-01-07,15.52
2013-01-08,16.27
2013-01-09,16.46
2013-01-10,17.01
2013-01-11,17.39
2013-01-12,17.54
2013-01-13,18.26
2013-01-14,18.37
2013-01-15,18.79
2013-01-16,19.16
2013-01-17,19.72
2013-01-18,19.91
2013-01-19,19.90
2013-01-20,20.19
2013-01-21,20.87
2013-01-22,21.12
2013-01-23,21.47
2013-01-24,21.64
2013-01-25,22.41
2013-01-26,22.60
2013-01-27,23.10
2013-01-28,23.10
2013-01-29,24.20
2013-01-30,23.85
2013-01-31,24.99
2013-02-01,25.36
2013-02-02,26.01
2013-02-03,26.79
2013-02-04,27.64
2013-02-05,28.63
2013-02-06,29.81
2013-02-07,30.84
2013-02-08,31.19
2013-02-09,32.54
2013-02-10,33.24
2013-02-11,33.69
2013-02-12,34.79
2013-02-13,35.22
2013-02-14,35.97
2013-02-15,36.91
2013-02-16,39.01
2013-02-17,39.04
2013-02-18,40.52
2013-02-19,41.08
2013-02-20,41.41
2013-02-21,42.42
2013-02-22,43.64
2013-02-23,44.53
2013-02-24,45.58
2013-02-25,45.79
2013-02-26,47.08
2013-02-27,47.80
2013-02-28,48.93
2013-03-01,49.68
2013-03-02,52.46
2013-03-03,55.15
2013-03-04,57.11
2013-03-05,58.01
2013-03-06,60.30
2013-03-07,64.00
2013-03-08,65.24
2013-03-09,68.67
2013-03-10,70.76
2013-03-11,73.76
2013-03-12,75.96
2013-03-13,76.58
2013-03-14,79.62
2013-03-15,80.44
2013-03-16,83.37
2013-03-17,87.74
2013-03-18,89.09
2013-03-19,90.25
2013-03-20,93.26
2013-03-21,96.83
2013-03-22,96.68
2013-03-23,99.19
2013-03-24,103.12
2013-03-25,105.50
2013-03-26,107.18
2013-03-27,110.14
2013-03-28,112.03
2013-03-29,114.07
2013-03-30,115.61
2013-03-31,118.43
2013-04-01,119.63
2013-04-02,119.17
2013-04-03,119.01
2013-04-04,117.97
2013-04-05,117.97
2013-04-06,121.30
2013-04-07,118.93
2013-04-08,117.53
2013-04-09,116.95
2013-04-10,116.50
2013-04-11,119.96
2013-04-12,116.28
2013-04-13,119.28
2013-04-14,119.41
2013-04-15,119.47
2013-04-16,115.33
2013-04-17,116.57
2013-04-18,118.41
2013-04-19,115.27
2013-04-20,116.26
2013-04-21,115.09
2013-04-22,118.04
2013-04-23,117.59
2013-04-24,117.60
2013-04-25,114.45
2013-04-26,115.54
2013-04-27,115.25
2013-04-28,116.31
2013-04-29,114.12
2013-04-30,114.91
2013-05-01,114.01
2013-05-02,115.65
2013-05-03,113.80
2013-05-04,113.70
2013-05-05,112.20
2013-05-06,113.97
2013-05-07,111.96
2013-05-08,113.11
2013-05-09,110.54
2013-05-10,112.62
2013-05-11,112.30
2013-05-12,109.51
2013-05-13,108.24
2013-05-14,108.20
2013-05-15,108.34
2013-05-16,109.75
2013-05-17,108.62
2013-05-18,108.06
2013-05-19,104.75
2013-05-20,104.75
2013-05-21,105.92
2013-05-22,106.41
2013-05-23,104.58
2013-05-24,102.22
2013-05-25,104.82
2013-05-26,104.35
2013-05-27,101.54
2013-05-28,103.01
2013-05-29,100.53
2013-05-30,102.60
2013-05-31,99.07
2013-06-01,99.75
2013-06-02,101.45
2013-06-03,98.23
2013-06-04,98.81
2013-06-05,98.07
2013-06-06,96.47
2013-06-07,96.25
2013-06-08,97.67
2013-06-09,96.30
2013-06-10,98.92
2013-06-11,96.18
2013-06-12,94.52
2013-06-13,97.65
2013-06-14,96.96
2013-06-15,95.91
2013-06-16,96.11
2013-06-17,93.29
2013-06-18,93.53
2013-06-19,95.24
2013-06-20,94.40
2013-06-21,91.98
2013-06-22,93.76
2013-06-23,92.48
2013-06-24,90.51
2013-06-25,90.45
2013-06-26,90.77
2013-06-27,92.56
2013-06-28,91.18
2013-06-29,91.49
2013-06-30,90.43
2013-07-01,88.60
2013-07-02,89.88
2013-07-03,90.56
2013-07-04,90.27
2013-07-05,92.28
2013-07-06,94.32
2013-07-07,93.71
2013-07-08,93.04
2013-07-09,96.70
2013-07-10,96.18
2013-07-11,94.59
2013-07-12,97.16
2013-07-13,96.73
2013-07-14,96.98
2013-07-15,98.75
2013-07-16,100.14
2013-07-17,99.28
2013-07-18,100.63
2013-07-19,102.28
2013-07-20,100.56
2013-07-21,104.86
2013-07-22,101.76
2013-07-23,104.30
2013-07-24,104.87
2013-07-25,107.54
2013-07-26,106.36
2013-07-27,106.31
2013-07-28,107.29
2013-07-29,108.65
2013-07-30,110.80
2013-07-31,108.28
2013-08-01,107.87
2013-08-02,111.92
2013-08-03,110.60
2013-08-04,112.98
2013-08-05,113.16
2013-08-06,114.46
2013-08-07,114.94
2013-08-08,113.75
2013-08-09,113.06
2013-08-10,116.02
2013-08-11,117.91
2013-08-12,115.57
2013-08-13,119.06
2013-08-14,118.22
2013-08-15,119.96
2013-08-16,120.31
2013-08-17,121.82
2013-08-18,118.85
2013-08-19,122.96
2013-08-20,122.05
2013-08-21,121.89
2013-08-22,121.29
2013-08-23,122.70
2013-08-24,122.55
2013-08-25,127.66
2013-08-26,126.21
2013-08-27,129.25
2013-08-28,127.64
2013-08-29,126.80
2013-08-30,130.01
2013-08-31,127.76
2013-09-01,129.26
2013-09-02,133.15
2013-09-03,135.28
2013-09-04,134.09
2013-09-05,134.61
2013-09-06,137.60
2013-09-07,142.18
2013-09-08,143.05
2013-09-09,145.60
2013-09-10,144.34
2013-09-11,149.45
2013-09-12,148.31
2013-09-13,149.99
2013-09-14,154.24
2013-09-15,153.45
2013-09-16,156.87
2013-09-17,158.09
2013-09-18,155.67
2013-09-19,160.66
2013-09-20,163.75
2013-09-21,163.63
2013-09-22,163.82
2013-09-23,163.87
2013-09-24,169.42
2013-09-25,168.68
2013-09-26,172.37
2013-09-27,172.82
2013-09-28,176.33
2013-09-29,175.62
2013-09-30,175.07
2013-10-01,182.66
2013-10-02,192.41
2013-10-03,211.22
2013-10-04,218.66
2013-10-05,238.69
2013-10-06,252.18
2013-10-07,256.85
2013-10-08,276.35
2013-10-09,286.81
2013-10-10,305.57
2013-10-11,317.75
2013-10-12,334.99
2013-10-13,337.69
2013-10-14,357.66
2013-10-15,373.84
2013-10-16,376.09
2013-10-17,389.91
2013-10-18,414.89
2013-10-19,421.60
2013-10-20,435.37
2013-10-21,452.18
2013-10-22,466.47
2013-10-23,481.49
2013-10-24,500.44
2013-10-25,502.58
2013-10-26,524.17
2013-10-27,533.83
2013-10-28,546.45
2013-10-29,557.07
2013-10-30,576.33
2013-10-31,580.58
2013-11-01,590.72
2013-11-02,612.39
2013-11-03,613.31
2013-11-04,617.20
2013-11-05,628.21
2013-11-06,627.30
2013-11-07,633.86
2013-11-08,645.28
2013-11-09,666.31
2013-11-10,654.34
2013-11-11,677.77
2013-11-12,673.10
2013-11-13,669.74
2013-11-14,696.36
2013-11-15,692.00
2013-11-16,711.16
2013-11-17,705.12
2013-11-18,701.57
2013-11-19,725.24
2013-11-20,736.71
2013-11-21,728.04
2013-11-22,735.48
2013-11-23,733.67
2013-11-24,754.60
2013-11-25,771.90
2013-11-26,777.44
2013-11-27,779.89
2013-11-28,793.33
2013-11-29,791.00
2013-11-30,802.65
2013-12-01,800.28
2013-12-02,787.88
2013-12-03,790.43
2013-12-04,788.44
2013-12-05,809.29
2013-12-06,784.84
2013-12-07,801.73
2013-12-08,795.81
2013-12-09,809.72
2013-12-10,801.65
2013-12-11,803.58
2013-12-12,786.76
2013-12-13,793.90
2013-12-14,815.99
2013-12-15,807.00
2013-12-16,800.82
2013-12-17,808.61
2013-12-18,810.35
2013-12-19,786.36
2013-12-20,815.12
2013-12-21,804.55
2013-12-22,798.40
2013-12-23,805.76
2013-12-24,795.02
2013-12-25,812.09
2013-12-26,808.97
2013-12-27,804.47
2013-12-28,789.82
2013-12-29,814.92
2013-12-30,797.84
2013-12-31,813.14
2014-01-01,785.77
2014-01-02,781.62
2014-01-03,776.17
2014-01-04,770.17
2014-01-05,768.70
2014-01-06,774.17
2014-01-07,756.60
2014-01-08,768.15
2014-01-09,760.21
2014-01-10,752.20
2014-01-11,728.15
2014-01-12,732.97
2014-01-13,724.05
2014-01-14,705.39
2014-01-15,704.08
2014-01-16,704.17
2014-01-17,696.85
2014-01-18,681.17
2014-01-19,695.95
2014-01-20,668.05
2014-01-21,675.23
2014-01-22,670.38
2014-01-23,660.83
2014-01-24,660.54
2014-01-25,646.80
2014-01-26,647.02
2014-01-27,620.33
2014-01-28,614.43
2014-01-29,622.86
2014-01-30,614.79
2014-01-31,610.12
2014-02-01,606.41
2014-02-02,593.37
2014-02-03,594.00
2014-02-04,586.03
2014-02-05,584.39
2014-02-06,571.93
2014-02-07,582.59
2014-02-08,567.11
2014-02-09,569.72
2014-02-10,562.34
2014-02-11,549.09
2014-02-12,539.55
2014-02-13,534.70
2014-02-14,538.34
2014-02-15,534.66
2014-02-16,524.08
2014-02-17,527.96
2014-02-18,517.17
2014-02-19,520.94
2014-02-20,516.58
2014-02-21,514.46
2014-02-22,512.06
2014-02-23,490.50
2014-02-24,490.66
2014-02-25,489.78
2014-02-26,480.43
2014-02-27,478.64
2014-02-28,470.23
2014-03-01,465.26
2014-03-02,461.79
2014-03-03,464.78
2014-03-04,465.90
2014-03-05,469.58
2014-03-06,462.07
2014-03-07,472.94
2014-03-08,459.15
2014-03-09,461.63
2014-03-10,465.64
2014-03-11,460.08
2014-03-12,467.78
2014-03-13,462.23
2014-03-14,461.88
2014-03-15,460.94
2014-03-16,456.80
2014-03-17,450.91
2014-03-18,467.21
2014-03-19,458.49
2014-03-20,466.29
2014-03-21,451.89
2014-03-22,453.77
2014-03-23,447.61
2014-03-24,455.07
2014-03-25,461.47
2014-03-26,456.67
2014-03-27,452.69
2014-03-28,453.24
2014-03-29,458.21
2014-03-30,450.04
2014-03-31,457.54
2014-04-01,454.10
2014-04-02,454.75
2014-04-03,447.59
2014-04-04,448.21
2014-04-05,451.27
2014-04-06,444.50
2014-04-07,450.96
2014-04-08,442.32
2014-04-09,450.08
2014-04-10,454.76
2014-04-11,446.03
2014-04-12,458.80
2014-04-13,453.25
2014-04-14,443.14
2014-04-15,458.55
2014-04-16,448.09
2014-04-17,455.31
2014-04-18,447.10
2014-04-19,457.90
2014-04-20,454.59
2014-04-21,444.58
2014-04-22,450.16
2014-04-23,450.00
2014-04-24,441.82
2014-04-25,443.47
2014-04-26,446.99
2014-04-27,449.53
2014-04-28,449.23
2014-04-29,451.91
2014-04-30,450.28
2014-05-01,446.90
2014-05-02,456.90
2014-05-03,453.47
2014-05-04,473.63
2014-05-05,473.85
2014-05-06,470.39
2014-05-07,475.90
2014-05-08,490.22
2014-05-09,489.34
2014-05-10,497.67
2014-05-11,494.40
2014-05-12,509.58
2014-05-13,505.39
2014-05-14,516.47
2014-05-15,527.68
2014-05-16,524.33
2014-05-17,533.68
2014-05-18,537.06
2014-05-19,541.14
2014-05-20,531.67
2014-05-21,546.22
2014-05-22,561.92
2014-05-23,562.75
2014-05-24,567.49
2014-05-25,567.89
2014-05-26,576.02
2014-05-27,577.73
2014-05-28,572.99
2014-05-29,588.51
2014-05-30,593.15
2014-05-31,603.28
2014-06-01,591.55
2014-06-02,605.01
2014-06-03,590.07
2014-06-04,612.79
2014-06-05,593.26
2014-06-06,591.72
2014-06-07,599.50
2014-06-08,596.24
2014-06-09,609.95
2014-06-10,603.83
2014-06-11,613.34
2014-06-12,617.55
2014-06-13,617.07
2014-06-14,614.41
2014-06-15,598.66
2014-06-16,601.17
2014-06-17,603.52
2014-06-18,607.06
2014-06-19,615.97
2014-06-20,613.29
2014-06-21,608.76
2014-06-22,605.97
2014-06-23,624.80
2014-06-24,611.45
2014-06-25,612.41
2014-06-26,623.38
2014-06-27,622.79
2014-06-28,621.54
2014-06-29,623.45
2014-06-30,622.06
2014-07-01,612.37
2014-07-02,609.88
2014-07-03,613.68
2014-07-04,601.69
2014-07-05,615.95
2014-07-06,595.78
2014-07-07,591.74
2014-07-08,585.96
2014-07-09,593.86
2014-07-10,580.88
2014-07-11,577.77
2014-07-12,587.44
2014-07-13,580.33
2014-07-14,564.52
2014-07-15,557.25
2014-07-16,565.91
2014-07-17,555.38
2014-07-18,564.84
2014-07-19,557.33
2014-07-20,556.39
2014-07-21,549.19
2014-07-22,534.19
2014-07-23,530.30
2014-07-24,535.52
2014-07-25,523.86
2014-07-26,522.02
2014-07-27,514.30
2014-07-28,515.05
2014-07-29,505.52
2014-07-30,508.53
2014-07-31,512.60
2014-08-01,503.92
2014-08-02,489.57
2014-08-03,495.83
2014-08-04,492.03
2014-08-05,482.08
2014-08-06,487.16
2014-08-07,481.24
2014-08-08,480.05
2014-08-09,465.71
2014-08-10,469.33
2014-08-11,471.81
2014-08-12,457.09
2014-08-13,466.29
2014-08-14,449.00
2014-08-15,455.75
2014-08-16,459.36
2014-08-17,446.72
2014-08-18,452.91
2014-08-19,448.62
2014-08-20,438.31
2014-08-21,430.25
2014-08-22,440.28
2014-08-23,425.96
2014-08-24,428.29
2014-08-25,429.48
2014-08-26,412.47
2014-08-27,417.36
2014-08-28,413.48
2014-08-29,413.33
2014-08-30,413.55
2014-08-31,409.89
2014-09-01,394.80
2014-09-02,404.42
2014-09-03,391.52
2014-09-04,401.63
2014-09-05,401.16
2014-09-06,390.05
2014-09-07,389.93
2014-09-08,395.12
2014-09-09,393.81
2014-09-10,391.56
2014-09-11,389.11
2014-09-12,374.17
2014-09-13,381.03
2014-09-14,372.39
2014-09-15,383.94
2014-09-16,371.77
2014-09-17,380.64
2014-09-18,372.31
2014-09-19,369.91
2014-09-20,374.79
2014-09-21,371.82
2014-09-22,364.53
2014-09-23,358.87
2014-09-24,356.06
2014-09-25,355.14
2014-09-26,357.74
2014-09-27,353.20
2014-09-28,350.54
2014-09-29,356.68
2014-09-30,355.76
2014-10-01,350.95
2014-10-02,354.25
2014-10-03,346.73
2014-10-04,356.95
2014-10-05,358.18
2014-10-06,357.85
2014-10-07,354.09
2014-10-08,348.66
2014-10-09,357.57
2014-10-10,351.32
2014-10-11,351.33
2014-10-12,354.58
2014-10-13,354.14
2014-10-14,354.96
2014-10-15,355.23
2014-10-16,363.33
2014-10-17,366.87
2014-10-18,358.11
2014-10-19,364.84
2014-10-20,355.18
2014-10-21,365.13
2014-10-22,366.35
2014-10-23,357.81
2014-10-24,359.27
2014-10-25,362.66
2014-10-26,364.74
2014-10-27,366.81
2014-10-28,373.23
2014-10-29,371.06
2014-10-30,365.92
2014-10-31,363.70
2014-11-01,376.16
2014-11-02,364.98
2014-11-03,367.68
2014-11-04,359.91
2014-11-05,356.69
2014-11-06,355.01
2014-11-07,361.55
2014-11-08,357.51
2014-11-09,352.81
2014-11-10,352.69
2014-11-11,349.59
2014-11-12,348.52
2014-11-13,348.27
2014-11-14,340.13
2014-11-15,338.55
2014-11-16,343.46
2014-11-17,343.04
2014-11-18,330.38
2014-11-19,333.29
2014-11-20,334.71
2014-11-21,324.43
2014-11-22,328.84
2014-11-23,320.29
2014-11-24,324.62
2014-11-25,322.07
2014-11-26,320.93
2014-11-27,313.55
2014-11-28,313.83
2014-11-29,314.26
2014-11-30,307.21
2014-12-01,306.35
2014-12-02,309.41
2014-12-03,301.75
2014-12-04,305.29
2014-12-05,307.30
2014-12-06,301.37
2014-12-07,300.48
2014-12-08,298.19
2014-12-09,291.84
2014-12-10,295.04
2014-12-11,297.48
2014-12-12,294.87
2014-12-13,289.44
2014-12-14,292.69
2014-12-15,290.25
2014-12-16,286.70
2014-12-17,279.02
2014-12-18,280.82
2014-12-19,276.06
2014-12-20,284.88
2014-12-21,282.57
2014-12-22,271.37
2014-12-23,279.28
2014-12-24,267.79
2014-12-25,270.30
2014-12-26,272.58
2014-12-27,270.91
2014-12-28,271.55
2014-12-29,266.38
2014-12-30,262.39
2014-12-31,266.77
2015-01-01,258.78
2015-01-02,262.53
2015-01-03,261.61
2015-01-04,254.86
2015-01-05,256.70
2015-01-06,255.19
2015-01-07,252.65
2015-01-08,252.51
2015-01-09,248.16
2015-01-10,245.19
2015-01-11,247.47
2015-01-12,246.09
2015-01-13,246.74
2015-01-14,240.53
2015-01-15,237.13
2015-01-16,236.05
2015-01-17,237.42
2015-01-18,239.72
2015-01-19,237.20
2015-01-20,235.78
2015-01-21,237.22
2015-01-22,230.55
2015-01-23,230.19
2015-01-24,228.26
2015-01-25,233.04
2015-01-26,229.79
2015-01-27,222.94
2015-01-28,227.95
2015-01-29,223.15
2015-01-30,224.95
2015-01-31,224.69
2015-02-01,215.74
2015-02-02,218.47
2015-02-03,218.60
2015-02-04,219.05
2015-02-05,225.16
2015-02-06,227.19
2015-02-07,222.34
2015-02-08,229.69
2015-02-09,227.68
2015-02-10,227.20
2015-02-11,228.11
2015-02-12,235.16
2015-02-13,228.73
2015-02-14,233.97
2015-02-15,233.02
2015-02-16,239.05
2015-02-17,239.34
2015-02-18,236.49
2015-02-19,240.22
2015-02-20,242.02
2015-02-21,239.70
2015-02-22,240.58
2015-02-23,240.10
2015-02-24,246.21
2015-02-25,242.97
2015-02-26,244.82
2015-02-27,243.50
2015-02-28,253.39
2015-03-01,253.80
2015-03-02,253.79
2015-03-03,250.61
2015-03-04,248.31
2015-03-05,248.67
2015-03-06,253.08
2015-03-07,252.45
2015-03-08,249.44
2015-03-09,250.25
2015-03-10,245.31
2015-03-11,245.95
2015-03-12,242.99
2015-03-13,244.91
2015-03-14,248.31
2015-03-15,245.22
2015-03-16,248.59
2015-03-17,242.89
2015-03-18,246.55
2015-03-19,247.18
2015-03-20,247.92
2015-03-21,244.16
2015-03-22,247.78
2015-03-23,243.46
2015-03-24,239.03
2015-03-25,239.77
2015-03-26,239.06
2015-03-27,243.03
2015-03-28,245.37
2015-03-29,244.31
2015-03-30,236.72
2015-03-31,242.48
2015-04-01,237.03
2015-04-02,237.78
2015-04-03,241.67
2015-04-04,240.99
2015-04-05,243.59
2015-04-06,237.01
2015-04-07,242.51
2015-04-08,242.15
2015-04-09,240.56
2015-04-10,239.80
2015-04-11,243.55
2015-04-12,238.40
2015-04-13,244.39
2015-04-14,235.35
2015-04-15,244.20
2015-04-16,244.44
2015-04-17,236.33
2015-04-18,244.80
2015-04-19,239.80
2015-04-20,237.53
2015-04-21,241.00
2015-04-22,237.16
2015-04-23,243.99
2015-04-24,240.50
2015-04-25,242.64
2015-04-26,238.85
2015-04-27,240.32
2015-04-28,238.65
2015-04-29,237.71
2015-04-30,240.12
2015-05-01,239.97
2015-05-02,236.46
2015-05-03,245.28
2015-05-04,240.67
2015-05-05,244.57
2015-05-06,245.62
2015-05-07,240.68
2015-05-08,241.42
2015-05-09,243.19
2015-05-10,240.20
2015-05-11,239.78
2015-05-12,241.22
2015-05-13,248.11
2015-05-14,244.97
2015-05-15,243.71
2015-05-16,241.43
2015-05-17,243.49
2015-05-18,244.30
2015-05-19,249.08
2015-05-20,246.12
2015-05-21,247.98
2015-05-22,248.60
2015-05-23,244.70
2015-05-24,250.60
2015-05-25,252.36
2015-05-26,249.47
2015-05-27,248.29
2015-05-28,245.41
2015-05-29,251.97
2015-05-30,246.06
2015-05-31,251.88
2015-06-01,249.88
2015-06-02,255.19
2015-06-03,252.42
2015-06-04,254.44
2015-06-05,249.52
2015-06-06,250.25
2015-06-07,259.55
2015-06-08,261.58
2015-06-09,259.74
2015-06-10,261.74
2015-06-11,259.09
2015-06-12,264.58
2015-06-13,259.19
2015-06-14,265.18
2015-06-15,258.82
2015-06-16,265.06
2015-06-17,264.65
2015-06-18,268.26
2015-06-19,269.79
2015-06-20,270.25
2015-06-21,269.82
2015-06-22,270.87
2015-06-23,266.63
2015-06-24,273.56
2015-06-25,268.65
2015-06-26,275.32
2015-06-27,273.51
2015-06-28,282.29
2015-06-29,272.63
2015-06-30,282.49
2015-07-01,281.95
2015-07-02,281.80
2015-07-03,281.31
2015-07-04,270.84
2015-07-05,269.13
2015-07-06,268.12
2015-07-07,266.99
2015-07-08,268.99
2015-07-09,270.46
2015-07-10,263.01
2015-07-11,262.78
2015-07-12,260.93
2015-07-13,259.67
2015-07-14,259.71
2015-07-15,262.47
2015-07-16,253.00
2015-07-17,256.06
2015-07-18,256.10
2015-07-19,252.51
2015-07-20,252.93
2015-07-21,250.31
2015-07-22,242.13
2015-07-23,243.34
2015-07-24,243.42
2015-07-25,237.01
2015-07-26,234.97
2015-07-27,234.94
2015-07-28,236.45
2015-07-29,234.22
2015-07-30,235.88
2015-07-31,232.22
2015-08-01,233.29
2015-08-02,226.28
2015-08-03,230.26
2015-08-04,225.79
2015-08-05,227.35
2015-08-06,233.39
2015-08-07,233.57
2015-08-08,229.77
2015-08-09,225.83
2015-08-10,226.08
2015-08-11,233.92
2015-08-12,233.67
2015-08-13,230.58
2015-08-14,225.70
2015-08-15,233.94
2015-08-16,228.29
2015-08-17,234.25
2015-08-18,230.80
2015-08-19,232.32
2015-08-20,231.96
2015-08-21,229.06
2015-08-22,226.11
2015-08-23,226.89
2015-08-24,227.61
2015-08-25,233.08
2015-08-26,228.98
2015-08-27,233.65
2015-08-28,228.45
2015-08-29,232.35
2015-08-30,226.69
2015-08-31,234.49
2015-09-01,232.06
2015-09-02,231.67
2015-09-03,237.76
2015-09-04,230.80
2015-09-05,236.07
2015-09-06,241.56
2015-09-07,238.47
2015-09-08,244.27
2015-09-09,247.76
2015-09-10,243.99
2015-09-11,249.37
2015-09-12,243.66
2015-09-13,247.73
2015-09-14,256.63
2015-09-15,253.24
2015-09-16,253.53
2015-09-17,261.20
2015-09-18,257.63
2015-09-19,261.87
2015-09-20,263.35
2015-09-21,258.97
2015-09-22,266.26
2015-09-23,269.85
2015-09-24,270.62
2015-09-25,265.49
2015-09-26,267.91
2015-09-27,275.65
2015-09-28,276.47
2015-09-29,279.32
2015-09-30,276.29
2015-10-01,275.59
2015-10-02,276.36
2015-10-03,281.69
2015-10-04,284.20
2015-10-05,285.09
2015-10-06,285.42
2015-10-07,287.97
2015-10-08,292.95
2015-10-09,296.13
2015-10-10,296.33
2015-10-11,293.68
2015-10-12,299.53
2015-10-13,298.29
2015-10-14,306.36
2015-10-15,304.94
2015-10-16,307.61
2015-10-17,308.38
2015-10-18,311.50
2015-10-19,309.61
2015-10-20,321.86
2015-10-21,323.88
2015-10-22,326.78
2015-10-23,323.51
2015-10-24,320.23
2015-10-25,324.89
2015-10-26,323.64
2015-10-27,327.69
2015-10-28,332.17
2015-10-29,328.36
2015-10-30,335.25
2015-10-31,337.00
2015-11-01,339.79
2015-11-02,337.20
2015-11-03,342.56
2015-11-04,345.46
2015-11-05,353.76
2015-11-06,356.33
2015-11-07,353.64
2015-11-08,355.32
2015-11-09,361.16
2015-11-10,373.59
2015-11-11,367.52
2015-11-12,374.79
2015-11-13,380.57
2015-11-14,376.42
2015-11-15,379.47
2015-11-16,389.86
2015-11-17,393.58
2015-11-18,398.42
2015-11-19,388.27
2015-11-20,394.15
2015-11-21,407.16
2015-11-22,398.18
2015-11-23,402.98
2015-11-24,416.60
2015-11-25,419.72
2015-11-26,411.54
2015-11-27,421.26
2015-11-28,420.85
2015-11-29,425.29
2015-11-30,422.60
2015-12-01,427.87
2015-12-02,433.81
2015-12-03,424.95
2015-12-04,418.59
2015-12-05,424.63
2015-12-06,423.49
2015-12-07,421.09
2015-12-08,421.75
2015-12-09,417.93
2015-12-10,423.01
2015-12-11,413.24
2015-12-12,415.69
2015-12-13,409.63
2015-12-14,405.62
2015-12-15,410.56
2015-12-16,410.98
2015-12-17,408.97
2015-12-18,401.12
2015-12-19,400.96
2015-12-20,401.48
2015-12-21,393.64
2015-12-22,398.64
2015-12-23,397.91
2015-12-24,397.45
2015-12-25,384.62
2015-12-26,397.33
2015-12-27,387.74
2015-12-28,384.92
2015-12-29,384.94
2015-12-30,389.67
2015-12-31,384.54
2016-01-01,380.66
2016-01-02,385.07
2016-01-03,379.15
2016-01-04,387.98
2016-01-05,383.15
2016-01-06,385.34
2016-01-07,377.50
2016-01-08,388.65
2016-01-09,387.59
2016-01-10,383.57
2016-01-11,388.72
2016-01-12,380.04
2016-01-13,395.24
2016-01-14,391.14
2016-01-15,387.47
2016-01-16,393.62
2016-01-17,397.59
2016-01-18,389.88
2016-01-19,383.95
2016-01-20,388.47
2016-01-21,393.07
2016-01-22,393.84
2016-01-23,395.46
2016-01-24,396.03
2016-01-25,394.63
2016-01-26,394.40
2016-01-27,401.10
2016-01-28,398.83
2016-01-29,398.07
2016-01-30,396.24
2016-01-31,391.76
